DISTRICT,D200A001S16R,D200AC01S16R,D200AM01S16R,D200AR01S16R,D200AS01S16R,D200AW01S16R,D300A001S16R,D300AC01S16R,D300AM01S16R,D300AR01S16R,D300AS01S16R,D300AW01S16R,D400A001S16R,D400AC01S16R,D400AM01S16R,D400AR01S16R,D400AS01S16R,D400AW01S16R,DA00A001S16R,DA00AC01S16R,DA00AM01S16R,DA00AR01S16R,DA00AS01S16R,DA00AW01S16R,DB00A001S16R,DB00AC01S16R,DB00AM01S16R,DB00AR01S16R,DB00AS01S16R,DB00AW01S16R,DE00A001S16R,DE00AC01S16R,DE00AM01S16R,DE00AR01S16R,DE00AS01S16R,DE00AW01S16R,DF00A001S16R,DF00AC01S16R,DF00AM01S16R,DF00AR01S16R,DF00AS01S16R,DF00AW01S16R,DH00A001S16R,DH00AC01S16R,DH00AM01S16R,DH00AR01S16R,DH00AS01S16R,DH00AW01S16R,DI00A001S16R,DI00AC01S16R,DI00AM01S16R,DI00AR01S16R,DI00AS01S16R,DI00AW01S16R,DL00A001S16R,DL00AC01S16R,DL00AM01S16R,DL00AR01S16R,DL00AS01S16R,DL00AW01S16R,DM00A001S16R,DM00AC01S16R,DM00AM01S16R,DM00AR01S16R,DM00AS01S16R,DM00AW01S16R,DR00A001S16R,DR00AC01S16R,DR00AM01S16R,DR00AR01S16R,DR00AS01S16R,DR00AW01S16R,DS00A001S16R,DS00AC01S16R,DS00AM01S16R,DS00AR01S16R,DS00AS01S16R,DS00AW01S16R,DW00A001S16R,DW00AC01S16R,DW00AM01S16R,DW00AR01S16R,DW00AS01S16R,DW00AW01S16R
"094902",87,87,89,86,92,78,88,93,93,84,88,80,67,60,75,67,86,-1,82,85,84,80,89,73,80,81,81,79,86,69,73,73,76,70,82,62,85,85,85,84,88,80,79,81,81,77,87,68,89,94,86,90,90,83,54,41,65,49,47,51,80,85,83,77,90,66,66,71,68,61,81,43,47,50,52,43,55,38,86,90,87,83,93,78
